172.64.148.235,10.0.2.15,443,33664,Unknown,6
10.0.2.15,172.64.148.235,33664,443,HTTPS,6
172.64.148.235,10.0.2.15,443,33664,Unknown,6
10.0.2.15,199.232.105.91,60096,443,HTTPS,6
199.232.105.91,10.0.2.15,443,60096,Unknown,6
199.232.105.91,10.0.2.15,443,60096,Unknown,6
10.0.2.15,199.232.105.91,60096,443,HTTPS,6
10.0.2.15,104.18.32.47,50456,443,HTTPS,6
10.0.2.15,104.18.32.47,50456,443,HTTPS,6
104.18.32.47,10.0.2.15,443,50456,Unknown,6
